
==== NEW PROFILING RUN ====
         316667 function calls (313840 primitive calls) in 2.439 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.001    0.000 linear.py:404(inv_matrix)
       19    0.000    0.000    0.001    0.000 fromnumeric.py:3369(prod)
       13    0.000    0.000    0.001    0.000 expression.py:59(__init__)
       29    0.000    0.000    0.001    0.000 texture.py:322(_resize)
      900    0.001    0.000    0.001    0.000 event.py:256(source)
       77    0.001    0.000    0.001    0.000 _gl2.py:1211(glUniform4fv)
      958    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       33    0.000    0.000    0.001    0.000 node.py:573(node_path_transforms)
     1383    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
       34    0.001    0.000    0.001    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.001    0.000 linear.py:425(scale)
     1634    0.001    0.000    0.001    0.000 compiler.py:41(__getitem__)
       15    0.000    0.000    0.000    0.000 _linalg.py:499(inv)
        6    0.000    0.000    0.000    0.000 picking.py:37(id)
       16    0.000    0.000    0.000    0.000 mesh.py:275(mesh_data_changed)
       26    0.000    0.000    0.000    0.000 rect.py:200(_transform_in)
       60    0.000    0.000    0.000    0.000 node.py:614(__repr__)
      793    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 canvas.py:155(scene)
     1513    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       72    0.000    0.000    0.000    0.000 texture.py:174(_normalize_shape)
        1    0.000    0.000    0.000    0.000 Class_GUI.py:128(create_numba_dict)
       19    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
       12    0.000    0.000    0.000    0.000 glir.py:830(_gl_initialize)
        3    0.000    0.000    0.000    0.000 widget.py:397(_update_colors)
       21    0.000    0.000    0.000    0.000 _gl2.py:1195(glUniform2fv)
       17    0.000    0.000    0.000    0.000 buffer.py:236(resize_bytes)
       24    0.000    0.000    0.000    0.000 glir.py:1159(set_texture)
       95    0.000    0.000    0.000    0.000 variable.py:172(definition)
       22    0.000    0.000    0.000    0.000 _gl2.py:559(glGetActiveAttrib)
       23    0.000    0.000    0.000    0.000 canvas.py:404(set_current)
      719    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      162    0.000    0.000    0.000    0.000 canvas.py:185(update)
       11    0.000    0.000    0.000    0.000 {built-in method context}
      138    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
      156    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 linear.py:410(translate)
       24    0.000    0.000    0.000    0.000 wrappers.py:400(set_color_mask)
        1    0.000    0.000    0.000    0.000 Class_simulation.py:18(start)
      108    0.000    0.000    0.000    0.000 __init__.py:184(check_error)
       10    0.000    0.000    0.000    0.000 program.py:65(code)
        1    0.000    0.000    0.000    0.000 __init__.py:2374(readprofile)
       17    0.000    0.000    0.000    0.000 buffer.py:113(resize_bytes)
      133    0.000    0.000    0.000    0.000 globject.py:67(__del__)
      134    0.000    0.000    0.000    0.000 _gl2.py:69(glBindTexture)
        6    0.000    0.000    0.000    0.000 picking.py:50(enabled)
      111    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       33    0.000    0.000    0.000    0.000 node.py:526(node_path)
      114    0.000    0.000    0.000    0.000 __init__.py:2030(_get_glyph)
      674    0.000    0.000    0.000    0.000 event.py:245(callbacks)
      109    0.000    0.000    0.000    0.000 _gl2.py:831(glGetUniformLocation)
      131    0.000    0.000    0.000    0.000 __init__.py:49(create_string_buffer)
        2    0.000    0.000    0.000    0.000 viewbox.py:184(on_resize)
      982    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        6    0.000    0.000    0.000    0.000 _gl2.py:1275(glUniformMatrix4fv)
       30    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        2    0.000    0.000    0.000    0.000 __init__.py:12(find)
      184    0.000    0.000    0.000    0.000 numerictypes.py:289(issubclass_)
      738    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       33    0.000    0.000    0.000    0.000 glir.py:895(__init__)
     1053    0.000    0.000    0.000    0.000 variable.py:92(value)
       56    0.000    0.000    0.000    0.000 rect.py:15(__init__)
      125    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      521    0.000    0.000    0.000    0.000 weakref.py:369(remove)
        2    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
       75    0.000    0.000    0.000    0.000 _gl2.py:439(glEnable)
       62    0.000    0.000    0.000    0.000 glir.py:1383(activate)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       93    0.000    0.000    0.000    0.000 serialize.py:30(_numba_unpickle)
       89    0.000    0.000    0.000    0.000 {built-in method builtins.all}
    41/40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1384(_handle_fromlist)
      203    0.000    0.000    0.000    0.000 context.py:45(get_current_canvas)
        2    0.000    0.000    0.000    0.000 format.py:607(_read_array_header)
      143    0.000    0.000    0.000    0.000 globject.py:75(delete)
       17    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      128    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
       11    0.000    0.000    0.000    0.000 program.py:137(__init__)
     1049    0.000    0.000    0.000    0.000 function.py:641(signature)
      682    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typeddict.py:94(empty)
       96    0.000    0.000    0.000    0.000 texture.py:1031(_fit)
     1381    0.000    0.000    0.000    0.000 variable.py:79(vtype)
        2    0.000    0.000    0.000    0.000 text.py:486(color)
        1    0.000    0.000    0.000    0.000 clipper.py:23(__init__)
      268    0.000    0.000    0.000    0.000 shader_object.py:86(key)
       55    0.000    0.000    0.000    0.000 glir.py:1454(activate)
        1    0.000    0.000    0.000    0.000 Class_simulation.py:6(__init__)
        1    0.000    0.000    0.000    0.000 rectangle.py:189(_regen_pos)
       24    0.000    0.000    0.000    0.000 _gl2.py:201(glColorMask)
       39    0.000    0.000    0.000    0.000 glir.py:1314(_post_draw)
       63    0.000    0.000    0.000    0.000 util.py:75(check_enum)
      6/4    0.000    0.000    0.000    0.000 abstract.py:61(__call__)
      546    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 rectangle.py:66(_generate_vertices)
       11    0.000    0.000    0.000    0.000 canvas.py:439(update)
      716    0.000    0.000    0.000    0.000 event.py:233(print_callback_errors)
      152    0.000    0.000    0.000    0.000 program.py:398(isscalar)
        5    0.000    0.000    0.000    0.000 base_camera.py:509(_set_scene_transform)
       32    0.000    0.000    0.000    0.000 wrappers.py:258(set_blend_func)
      674    0.000    0.000    0.000    0.000 event.py:240(callback_refs)
      164    0.000    0.000    0.000    0.000 _gl2.py:448(glEnableVertexAttribArray)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
        1    0.000    0.000    0.000    0.000 timer.py:95(start)
        1    0.000    0.000    0.000    0.000 timer.py:32(__init__)
       20    0.000    0.000    0.000    0.000 rect.py:208(_transform_out)
       23    0.000    0.000    0.000    0.000 _qt.py:882(_vispy_set_current)
       82    0.000    0.000    0.000    0.000 getlimits.py:692(__init__)
        3    0.000    0.000    0.000    0.000 glir.py:1380(delete)
       51    0.000    0.000    0.000    0.000 weakref.py:510(update)
       42    0.000    0.000    0.000    0.000 color_array.py:404(rgba)
       10    0.000    0.000    0.000    0.000 function.py:522(version_pragma)
      399    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        4    0.000    0.000    0.000    0.000 {built-in method nt._path_exists}
       17    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
       16    0.000    0.000    0.000    0.000 meshdata.py:246(get_bounds)
      399    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 colormap.py:433(texture_lut)
        6    0.000    0.000    0.000    0.000 widget.py:252(inner_rect)
        3    0.000    0.000    0.000    0.000 _gl2.py:293(glDeleteBuffer)
      195    0.000    0.000    0.000    0.000 base_transform.py:192(__del__)
       78    0.000    0.000    0.000    0.000 _gl2.py:960(glPixelStorei)
      174    0.000    0.000    0.000    0.000 glir.py:826(get_object)
      257    0.000    0.000    0.000    0.000 node.py:256(canvas)
        4    0.000    0.000    0.000    0.000 buffer.py:486(__init__)
      140    0.000    0.000    0.000    0.000 buffer.py:369(id)
        3    0.000    0.000    0.000    0.000 widget.py:412(_update_visibility)
       10    0.000    0.000    0.000    0.000 _qt.py:476(_vispy_update)
      108    0.000    0.000    0.000    0.000 _gl2.py:638(glGetError)
        7    0.000    0.000    0.000    0.000 rect.py:138(normalized)
        1    0.000    0.000    0.000    0.000 _qt.py:961(_vispy_start)
      584    0.000    0.000    0.000    0.000 enum.py:1276(value)
      571    0.000    0.000    0.000    0.000 chain.py:52(transforms)
        9    0.000    0.000    0.000    0.000 visual.py:202(visible)
       66    0.000    0.000    0.000    0.000 node.py:403(parent_chain)
      187    0.000    0.000    0.000    0.000 rect.py:43(pos)
        1    0.000    0.000    0.000    0.000 markers.py:768(light_color)
        1    0.000    0.000    0.000    0.000 {built-in method start}
      485    0.000    0.000    0.000    0.000 buffer.py:213(size)
        2    0.000    0.000    0.000    0.000 ast.py:56(literal_eval)
      407    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
      184    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      367    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      342    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 text.py:508(pos)
      427    0.000    0.000    0.000    0.000 globject.py:98(glir)
      487    0.000    0.000    0.000    0.000 buffer.py:198(dtype)
       72    0.000    0.000    0.000    0.000 _internal.py:262(__init__)
      466    0.000    0.000    0.000    0.000 event.py:103(blocked)
       86    0.000    0.000    0.000    0.000 _internal.py:941(npy_ctypes_check)
        6    0.000    0.000    0.000    0.000 _dtype.py:350(_name_get)
      259    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       56    0.000    0.000    0.000    0.000 _gl2.py:391(glDisable)
       45    0.000    0.000    0.000    0.000 copy.py:231(_keep_alive)
       10    0.000    0.000    0.000    0.000 {built-in method update}
        3    0.000    0.000    0.000    0.000 text.py:448(text)
      140    0.000    0.000    0.000    0.000 buffer.py:365(glir)
        7    0.000    0.000    0.000    0.000 colormap.py:332(_default_controls)
       18    0.000    0.000    0.000    0.000 visual.py:347(set_gl_state)
        1    0.000    0.000    0.000    0.000 gl2.py:64(_get_gl_func)
       95    0.000    0.000    0.000    0.000 variable.py:164(_vtype_for_version)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:555(__exit__)
        2    0.000    0.000    0.000    0.000 polygon.py:68(_update)
        2    0.000    0.000    0.000    0.000 label.py:41(_set_pos)
       32    0.000    0.000    0.000    0.000 _gl2.py:114(glBlendFuncSeparate)
        1    0.000    0.000    0.000    0.000 containers.py:706(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       10    0.000    0.000    0.000    0.000 _gl2.py:767(glGetShaderParameter)
       11    0.000    0.000    0.000    0.000 multiprogram.py:18(__init__)
      149    0.000    0.000    0.000    0.000 visual.py:198(visible)
       10    0.000    0.000    0.000    0.000 glir.py:1103(attach)
       17    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        2    0.000    0.000    0.000    0.000 base_camera.py:128(_viewbox_set)
       16    0.000    0.000    0.000    0.000 visual.py:111(__init__)
      526    0.000    0.000    0.000    0.000 variable.py:66(name)
       23    0.000    0.000    0.000    0.000 color_array.py:440(is_blank)
     10/1    0.000    0.000    0.000    0.000 canvas.py:325(_generate_draw_order)
       11    0.000    0.000    0.000    0.000 node.py:279(scene_node)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
       19    0.000    0.000    0.000    0.000 _freetype.py:28(_load_font)
       19    0.000    0.000    0.000    0.000 _gl2.py:706(glGetProgramParameter)
      237    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 ast.py:34(parse)
       19    0.000    0.000    0.000    0.000 __init__.py:1272(set_char_size)
      236    0.000    0.000    0.000    0.000 node.py:167(parent)
      343    0.000    0.000    0.000    0.000 canvas.py:276(context)
        1    0.000    0.000    0.000    0.000 label.py:48(text)
        2    0.000    0.000    0.000    0.000 version.py:188(__init__)
        1    0.000    0.000    0.000    0.000 typeddict.py:107(__init__)
      396    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
      384    0.000    0.000    0.000    0.000 context.py:137(glir)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      190    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      304    0.000    0.000    0.000    0.000 visual.py:170(transforms)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 typeddict.py:149(_parse_arg)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.fromfile}
       43    0.000    0.000    0.000    0.000 rect.py:77(left)
       43    0.000    0.000    0.000    0.000 rect.py:86(right)
      160    0.000    0.000    0.000    0.000 node.py:84(visible)
      169    0.000    0.000    0.000    0.000 visual.py:478(shared_program)
        2    0.000    0.000    0.000    0.000 tempfile.py:481(func_wrapper)
      288    0.000    0.000    0.000    0.000 buffer.py:208(stride)
        8    0.000    0.000    0.000    0.000 function.py:780(expression)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 context.py:97(__init__)
       24    0.000    0.000    0.000    0.000 _gl2.py:1163(glUniform1i)
        4    0.000    0.000    0.000    0.000 glir.py:1491(set_interpolation)
       25    0.000    0.000    0.000    0.000 ptime.py:14(time)
        2    0.000    0.000    0.000    0.000 base_camera.py:503(_update_transform)
       37    0.000    0.000    0.000    0.000 __init__.py:226(compile)
       12    0.000    0.000    0.000    0.000 canvas.py:822(__init__)
      142    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _gl2.py:778(glGetParameter)
      370    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 visual.py:673(_prepare_transforms)
        6    0.000    0.000    0.000    0.000 glir.py:1480(set_wrapping)
       44    0.000    0.000    0.000    0.000 numeric.py:1937(isscalar)
       15    0.000    0.000    0.000    0.000 glir.py:1375(create)
       57    0.000    0.000    0.000    0.000 __init__.py:1080(_get_bitmap)
        8    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
       40    0.000    0.000    0.000    0.000 rect.py:103(top)
       23    0.000    0.000    0.000    0.000 context.py:63(set_current_canvas)
       29    0.000    0.000    0.000    0.000 texture.py:283(_check_format_change)
      462    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 _qt.py:952(__init__)
      130    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 _gl2.py:174(glClearColor)
      204    0.000    0.000    0.000    0.000 globject.py:93(id)
       22    0.000    0.000    0.000    0.000 _gl2.py:604(glGetAttribLocation)
        7    0.000    0.000    0.000    0.000 texture.py:218(wrapping)
        2    0.000    0.000    0.000    0.000 dispatcher.py:680(typeof_pyval)
       18    0.000    0.000    0.000    0.000 contextlib.py:287(helper)
       22    0.000    0.000    0.000    0.000 node.py:296(root_node)
        1    0.000    0.000    0.000    0.000 markers.py:741(light_position)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:236(split)
        1    0.000    0.000    0.000    0.000 abstract.py:184(__getitem__)
       17    0.000    0.000    0.000    0.000 function.py:755(__init__)
       42    0.000    0.000    0.000    0.000 wrappers.py:76(_to_args)
      231    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
       10    0.000    0.000    0.000    0.000 wrappers.py:164(set_polygon_offset)
      140    0.000    0.000    0.000    0.000 rect.py:52(size)
       12    0.000    0.000    0.000    0.000 widget.py:91(pos)
       20    0.000    0.000    0.000    0.000 transform_system.py:251(dpi)
        6    0.000    0.000    0.000    0.000 _dtype.py:334(_name_includes_bit_suffix)
       40    0.000    0.000    0.000    0.000 _gl2.py:14(glActiveTexture)
        1    0.000    0.000    0.000    0.000 _gl2.py:676(_glGetIntegerv)
        6    0.000    0.000    0.000    0.000 _twodim_base_impl.py:163(eye)
       88    0.000    0.000    0.000    0.000 _shape_base_impl.py:1289(<genexpr>)
        5    0.000    0.000    0.000    0.000 context.py:174(set_viewport)
       16    0.000    0.000    0.000    0.000 meshdata.py:115(__init__)
        6    0.000    0.000    0.000    0.000 abstract.py:49(_intern)
        5    0.000    0.000    0.000    0.000 texture.py:242(interpolation)
       11    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       11    0.000    0.000    0.000    0.000 node.py:264(document_node)
      164    0.000    0.000    0.000    0.000 program.py:503(<genexpr>)
        7    0.000    0.000    0.000    0.000 canvas.py:341(_update_scenegraph)
       82    0.000    0.000    0.000    0.000 getlimits.py:716(max)
        1    0.000    0.000    0.000    0.000 context.py:108(_set_config)
       15    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
        2    0.000    0.000    0.000    0.000 typeof.py:27(typeof)
        6    0.000    0.000    0.000    0.000 _qt.py:341(_vispy_get_native_app)
       20    0.000    0.000    0.000    0.000 glir.py:1386(deactivate)
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        4    0.000    0.000    0.000    0.000 {built-in method nt._path_isfile}
        1    0.000    0.000    0.000    0.000 __init__.py:2338(_loadtk)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:467(repeat)
       41    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 _gl2.py:1203(glUniform3fv)
        3    0.000    0.000    0.000    0.000 canvas.py:336(size)
       17    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      212    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        4    0.000    0.000    0.000    0.000 widget.py:95(pos)
       19    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
      140    0.000    0.000    0.000    0.000 buffer.py:373(_last_dim)
       29    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
       10    0.000    0.000    0.000    0.000 line.py:324(_prepare_draw)
       10    0.000    0.000    0.000    0.000 glir.py:916(create)
      134    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      167    0.000    0.000    0.000    0.000 fromnumeric.py:2491(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 canvas.py:518(on_close)
        1    0.000    0.000    0.000    0.000 _win32.py:11(get_dpi)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
       45    0.000    0.000    0.000    0.000 base_transform.py:133(_shader_object)
       12    0.000    0.000    0.000    0.000 _gl2.py:51(glBindFramebuffer)
      169    0.000    0.000    0.000    0.000 glir.py:901(handle)
        3    0.000    0.000    0.000    0.000 transforms.py:37(scale)
       40    0.000    0.000    0.000    0.000 rect.py:94(bottom)
        1    0.000    0.000    0.000    0.000 label.py:31(on_resize)
        2    0.000    0.000    0.000    0.000 node.py:349(document)
        4    0.000    0.000    0.000    0.000 glir.py:1055(create)
       15    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
       48    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       12    0.000    0.000    0.000    0.000 _qt.py:898(_vispy_get_fb_bind_location)
       61    0.000    0.000    0.000    0.000 node.py:96(name)
      248    0.000    0.000    0.000    0.000 base_transform.py:121(shader_map)
        5    0.000    0.000    0.000    0.000 wrappers.py:105(set_viewport)
        1    0.000    0.000    0.000    0.000 inspect.py:3254(bind)
      141    0.000    0.000    0.000    0.000 multiarray.py:1101(copyto)
      116    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:3119(_bind)
        1    0.000    0.000    0.000    0.000 _qt.py:904(initializeGL)
      187    0.000    0.000    0.000    0.000 fromnumeric.py:2606(_all_dispatcher)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
       10    0.000    0.000    0.000    0.000 glir.py:936(delete)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       20    0.000    0.000    0.000    0.000 profiler.py:64(__new__)
        3    0.000    0.000    0.000    0.000 viewbox.py:127(get_scene_bounds)
       57    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
       15    0.000    0.000    0.000    0.000 _gl2.py:502(glCreateBuffer)
       97    0.000    0.000    0.000    0.000 glir.py:493(clear)
       41    0.000    0.000    0.000    0.000 glir.py:1461(_get_alignment)
       53    0.000    0.000    0.000    0.000 node.py:160(children)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:268(basename)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       66    0.000    0.000    0.000    0.000 _internal.py:316(data)
        2    0.000    0.000    0.000    0.000 typeof.py:287(_typeof_nb_type)
        4    0.000    0.000    0.000    0.000 _gl2.py:266(glCreateProgram)
        7    0.000    0.000    0.000    0.000 widget.py:238(rect)
       28    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       23    0.000    0.000    0.000    0.000 {built-in method isValid}
        5    0.000    0.000    0.000    0.000 _gl2.py:1219(glUniform1iv)
       82    0.000    0.000    0.000    0.000 getlimits.py:703(min)
       10    0.000    0.000    0.000    0.000 _gl2.py:23(glAttachShader)
       30    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
      140    0.000    0.000    0.000    0.000 buffer.py:383(offset)
       33    0.000    0.000    0.000    0.000 glir.py:556(clear)
        3    0.000    0.000    0.000    0.000 _qt.py:486(_vispy_get_size)
        1    0.000    0.000    0.000    0.000 containers.py:316(__init__)
        6    0.000    0.000    0.000    0.000 _internal.py:279(data_as)
       18    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        2    0.000    0.000    0.000    0.000 text.py:497(rotation)
        2    0.000    0.000    0.000    0.000 base_camera.py:465(on_canvas_change)
    24/10    0.000    0.000    0.000    0.000 abstract.py:121(__hash__)
        2    0.000    0.000    0.000    0.000 linear.py:156(translate)
        4    0.000    0.000    0.000    0.000 glir.py:1302(_validate)
       10    0.000    0.000    0.000    0.000 _gl2.py:275(glCreateShader)
       80    0.000    0.000    0.000    0.000 buffer.py:456(divisor)
       23    0.000    0.000    0.000    0.000 frozen.py:19(freeze)
        1    0.000    0.000    0.000    0.000 markers.py:755(light_ambient)
      190    0.000    0.000    0.000    0.000 variable.py:87(dtype)
       14    0.000    0.000    0.000    0.000 weakref.py:454(__contains__)
        1    0.000    0.000    0.000    0.000 markers.py:704(scaling)
       20    0.000    0.000    0.000    0.000 _gl2.py:1111(glTexParameterf)
       10    0.000    0.000    0.000    0.000 _gl2.py:335(glDeleteShader)
       11    0.000    0.000    0.000    0.000 expression.py:95(expression)
       17    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
       10    0.000    0.000    0.000    0.000 _gl2.py:969(glPolygonOffset)
        9    0.000    0.000    0.000    0.000 canvas.py:335(<lambda>)
       11    0.000    0.000    0.000    0.000 weakref.py:289(update)
        7    0.000    0.000    0.000    0.000 __init__.py:517(cast)
        1    0.000    0.000    0.000    0.000 npytypes.py:444(__init__)
        1    0.000    0.000    0.000    0.000 base_camera.py:141(_viewbox_unset)
       96    0.000    0.000    0.000    0.000 texture.py:197(shape)
       94    0.000    0.000    0.000    0.000 _shape_base_impl.py:1299(<genexpr>)
        2    0.000    0.000    0.000    0.000 panzoom.py:147(rect)
     18/2    0.000    0.000    0.000    0.000 ast.py:86(_convert)
        3    0.000    0.000    0.000    0.000 _default_app.py:13(use_app)
       30    0.000    0.000    0.000    0.000 visuals.py:59(picking)
        3    0.000    0.000    0.000    0.000 numeric.py:303(full)
        1    0.000    0.000    0.000    0.000 {built-in method windowHandle}
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
        1    0.000    0.000    0.000    0.000 clipper.py:55(transform)
       17    0.000    0.000    0.000    0.000 _internal.py:538(_view_is_safe)
        5    0.000    0.000    0.000    0.000 _gl2.py:1358(glViewport)
       62    0.000    0.000    0.000    0.000 program.py:48(vert)
      173    0.000    0.000    0.000    0.000 chain.py:167(shader_map)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.000    0.000 text.py:476(font_size)
        1    0.000    0.000    0.000    0.000 markers.py:727(antialias)
       17    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:389(__getattr__)
        1    0.000    0.000    0.000    0.000 containers.py:303(__new__)
        3    0.000    0.000    0.000    0.000 transforms.py:13(translate)
        5    0.000    0.000    0.000    0.000 typeddict.py:182(__setitem__)
        1    0.000    0.000    0.000    0.000 _qt.py:275(_set_config)
        1    0.000    0.000    0.000    0.000 markers.py:781(alpha)
        2    0.000    0.000    0.000    0.000 contextlib.py:499(enter_context)
       10    0.000    0.000    0.000    0.000 {built-in method surface}
      149    0.000    0.000    0.000    0.000 chain.py:170(shader_imap)
        1    0.000    0.000    0.000    0.000 __init__.py:2245(wm_protocol)
        1    0.000    0.000    0.000    0.000 _linalg.py:2624(norm)
      131    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       15    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
       76    0.000    0.000    0.000    0.000 context.py:211(parser)
        1    0.000    0.000    0.000    0.000 __init__.py:396(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__getattr__)
       15    0.000    0.000    0.000    0.000 _ufunc_config.py:457(__exit__)
       54    0.000    0.000    0.000    0.000 typeddict.py:160(_numba_type_)
        2    0.000    0.000    0.000    0.000 panzoom.py:171(_set_range)
       96    0.000    0.000    0.000    0.000 variable.py:161(expression)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       98    0.000    0.000    0.000    0.000 function.py:518(signature)
      108    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 buffer.py:223(glsl_type)
       10    0.000    0.000    0.000    0.000 _gl2.py:382(glDetachShader)
       12    0.000    0.000    0.000    0.000 {built-in method defaultFramebufferObject}
      114    0.000    0.000    0.000    0.000 __init__.py:968(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:779(getenv)
        1    0.000    0.000    0.000    0.000 canvas.py:239(_set_keys)
        1    0.000    0.000    0.000    0.000 markers.py:794(spherical)
        1    0.000    0.000    0.000    0.000 _qt.py:649(_modifiers)
    24/10    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       19    0.000    0.000    0.000    0.000 __init__.py:1133(<lambda>)
       52    0.000    0.000    0.000    0.000 node.py:356(transform)
        3    0.000    0.000    0.000    0.000 rect.py:146(flipped)
        1    0.000    0.000    0.000    0.000 containers.py:293(__init__)
       76    0.000    0.000    0.000    0.000 multiarray.py:161(concatenate)
       98    0.000    0.000    0.000    0.000 linear.py:137(shader_map)
        4    0.000    0.000    0.000    0.000 meshdata.py:531(set_face_colors)
        1    0.000    0.000    0.000    0.000 __init__.py:73(import_module)
